"fips_state_code","fips_county_code","name","state_abbrev","population","housing_units","land_area","water_area","latitude","longitude"
"29","97","Jasper County","MO","90465","39554","1657122","4023","37201947","-9433556"
"29","99","Jefferson County","MO","171380","63423","1701184","18891","38255887","-9053730"
"29","101","Johnson County","MO","42514","16010","2151330","6375","38749005","-9380859"
"29","103","Knox County","MO","4482","2254","1309844","2765","40124871","-9214967"
"29","105","Laclede County","MO","27158","11564","1983649","5547","37659931","-9259473"
"29","107","Lafayette County","MO","31107","12820","1630053","24688","39059236","-9378405"
"29","109","Lawrence County","MO","30236","12788","1587983","785","37107937","-9382967"
"29","111","Lewis County","MO","10233","4244","1308082","15088","40094044","-9172631"
"29","113","Lincoln County","MO","28892","12284","1633026","25716","39060753","-9096156"
"29","115","Linn County","MO","13885","6566","1606809","2880","39867808","-9311058"
"29","117","Livingston County","MO","14592","6294","1384715","10035","39782948","-9354667"
"29","119","McDonald County","MO","16938","7327","1397421","497","36622485","-9435366"
"29","121","Macon County","MO","15345","6955","2081876","22700","39829773","-9255970"
"29","123","Madison County","MO","11127","5282","1286621","2254","37480515","-9034316"
"29","125","Maries County","MO","7976","3715","1366981","5735","38175337","-9191850"
"29","127","Marion County","MO","27682","12026","1134668","15466","39813308","-9162415"
"29","129","Mercer County","MO","3723","2225","1177049","1949","40424352","-9356617"
"29","131","Miller County","MO","20700","9766","1533994","19967","38217095","-9243203"
"29","133","Mississippi County","MO","14442","5757","1070142","40795","36826558","-8929495"
"29","135","Moniteau County","MO","12298","5043","1078849","6034","38633134","-9258365"
"29","137","Monroe County","MO","9104","4114","1673198","62776","39495229","-9199841"
"29","139","Montgomery County","MO","11355","5241","1395264","8430","38941596","-9147269"
"29","141","Morgan County","MO","15574","12642","1547479","42630","38425566","-9288576"
"29","143","New Madrid County","MO","20928","8557","1756183","51820","36594733","-8965552"
"29","145","Newton County","MO","44445","18384","1622564","631","36907240","-9433155"
"29","147","Nodaway County","MO","21709","8349","2270602","2923","40360360","-9488303"
"29","149","Oregon County","MO","9470","4484","2049900","475","36688406","-9140228"
"29","151","Osage County","MO","12018","5414","1569918","18900","38464921","-9185916"
"29","153","Ozark County","MO","8598","4451","1934319","21467","36650875","-9244411"
"29","155","Pemiscot County","MO","21921","8806","1277158","50065","36214554","-8978335"
"29","157","Perry County","MO","16648","6867","1229466","24879","37709086","-8982910"
"29","159","Pettis County","MO","35437","15443","1774226","3509","38726291","-9328412"
"29","161","Phelps County","MO","35248","14715","1742793","3697","37877679","-9179338"
"29","163","Pike County","MO","15969","7128","1742881","30848","39340855","-9117121"
"29","165","Platte County","MO","57867","24362","1088761","17846","39377883","-9477066"
"29","167","Polk County","MO","21826","8979","1650468","13627","37616783","-9340052"
"29","169","Pulaski County","MO","41307","13838","1416861","11366","37824976","-9220887"
"29","171","Putnam County","MO","5079","2590","1341503","4514","40478996","-9301670"
"29","173","Ralls County","MO","8476","3766","1219953","33190","39525068","-9152819"
"29","175","Randolph County","MO","24370","10131","1249469","13636","39433040","-9249721"
"29","177","Ray County","MO","21971","8611","1475028","10642","39349842","-9399052"
"29","179","Reynolds County","MO","6661","3537","2101143","8322","37357727","-9097120"
"29","181","Ripley County","MO","12303","5597","1630436","5692","36659253","-9086639"
"29","183","St. Charles County","MO","212907","79113","1454135","83131","38778743","-9067491"
"29","185","St. Clair County","MO","8457","4645","1752716","65340","38040339","-9377411"
"29","186","Ste. Genevieve County","MO","16037","6766","1301267","16949","37893875","-9018537"
"29","187","St. Francois County","MO","48904","20321","1164198","7599","37809677","-9046464"
"29","189","St. Louis County","MO","993529","401839","1315085","41055","38638800","-9044276"
"29","195","Saline County","MO","23523","10033","1956954","23409","39136007","-9320384"
"29","197","Schuyler County","MO","4236","1986","797451","746","40470670","-9251793"
"29","199","Scotland County","MO","4822","2302","1135713","2037","40453783","-9214872"
"29","201","Scott County","MO","39376","15881","1090504","13001","37053532","-8957224"
"29","203","Shannon County","MO","7613","3312","2600101","399","37159711","-9140327"
"29","205","Shelby County","MO","6942","3277","1297357","3993","39791439","-9206938"
"29","207","Stoddard County","MO","28895","12288","2142434","4655","36855619","-8994634"
"29","209","Stone County","MO","19078","11294","1199871","123480","36740289","-9346521"
"29","211","Sullivan County","MO","6326","3093","1686098","1240","40211690","-9311231"
"29","213","Taney County","MO","25561","13273","1637951","49515","36654771","-9303589"
"29","215","Texas County","MO","21476","9525","3052671","1796","37316944","-9196412"
"29","217","Vernon County","MO","19041","8181","2160119","7998","37850392","-9434213"
"29","219","Warren County","MO","19534","8841","1118102","15700","38768154","-9116416"
"29","221","Washington County","MO","20380","8075","1968006","6875","37968818","-9087711"
"29","223","Wayne County","MO","11543","6406","1971197","33806","37112881","-9046123"
"29","225","Webster County","MO","23753","9067","1536917","860","37283639","-9287498"
"29","227","Worth County","MO","2440","1269","690331","604","40480758","-9441959"
"29","229","Wright County","MO","16758","7214","1767276","2309","37265635","-9246237"
"29","510","St. Louis city","MO","396685","194919","160392","10941","38636050","-9024429"
"28","1","Adams County","MS","35356","14715","1192153","67304","31479606","-9135140"
"28","3","Alcorn County","MS","31722","13704","1035902","3674","34877376","-8857632"
"28","5","Amite County","MS","13328","5695","1889811","5291","31173239","-9080078"
"28","7","Attala County","MS","18481","7674","1904123","5096","33088951","-8958046"
"28","9","Benton County","MS","8046","3379","1053652","4815","34816935","-8918701"
"28","11","Bolivar County","MS","41875","14514","2269723","76340","33794708","-9088208"
"28","13","Calhoun County","MS","14908","6260","1519240","3688","33935781","-8933687"
"28","15","Carroll County","MS","9237","3948","1625904","17685","33449876","-8992001"
"28","17","Chickasaw County","MS","18085","6997","1299123","7012","33922046","-8894802"
"28","19","Choctaw County","MS","9071","3539","1085541","1843","33345203","-8925241"
"28","21","Claiborne County","MS","11370","4099","1260869","37872","31972537","-9091431"
"28","23","Clarke County","MS","17313","7065","1790521","5551","32040191","-8869098"
"28","25","Clay County","MS","21120","7737","1058150","19411","33651810","-8877393"
"28","27","Coahoma County","MS","31665","11495","1435358","75087","34225260","-9059727"
"28","29","Copiah County","MS","27592","10260","2011558","7209","31864746","-9044466"
"28","31","Covington County","MS","16527","6535","1071793","2969","31632015","-8955194"
"28","33","DeSoto County","MS","67910","24472","1238737","48026","34875277","-8999199"
"28","35","Forrest County","MS","68314","27740","1208839","8989","31186842","-8925875"
"28","37","Franklin County","MS","8377","3555","1462418","5550","31477504","-9089805"
"28","39","George County","MS","16673","6663","1238820","13828","30866442","-8864272"
"28","41","Greene County","MS","10220","3864","1846519","15004","31216872","-8864002"
"28","43","Grenada County","MS","21555","8712","1092756","71212","33770931","-8980110"
"28","45","Hancock County","MS","31760","16561","1235197","195926","30389164","-8947207"
"28","47","Harrison County","MS","165365","67813","1504847","1023451","30419050","-8909007"
"28","49","Hinds County","MS","254441","99860","2251387","21105","32263450","-9044359"
"28","51","Holmes County","MS","21604","7972","1958202","21190","33121189","-9008835"
"28","53","Humphreys County","MS","12134","4231","1082942","33861","33132271","-9052384"
"28","55","Issaquena County","MS","1909","698","1069684","73554","32737786","-9098847"
"28","57","Itawamba County","MS","20017","8116","1378866","20937","34277725","-8835904"
"28","59","Jackson County","MS","115243","45542","1881994","820310","30463024","-8862191"
"28","61","Jasper County","MS","17114","6700","1750958","3737","32019338","-8912036"
"28","63","Jefferson County","MS","8653","3167","1345322","20218","31730468","-9103491"
"28","65","Jefferson Davis County","MS","14051","5336","1057861","1803","31564423","-8982338"
"28","67","Jones County","MS","62031","25044","1797159","15304","31623917","-8916838"
"28","69","Kemper County","MS","10356","4151","1984370","2282","32756105","-8864541"
"28","71","Lafayette County","MS","31826","12478","1634684","124779","34358686","-8948547"
"28","73","Lamar County","MS","30424","11849","1288295","8058","31209871","-8950538"
"28","75","Lauderdale County","MS","75555","31232","1822229","30486","32404350","-8866057"
"28","77","Lawrence County","MS","12458","5160","1115367","13258","31549556","-9010730"
"28","79","Leake County","MS","18436","7614","1509322","6941","32752886","-8952319"
"28","81","Lee County","MS","65581","25971","1164631","9086","34289055","-8868120"
"28","83","Leflore County","MS","37341","13799","1533222","37357","33547984","-9029765"
"28","85","Lincoln County","MS","30278","12133","1517100","6389","31535912","-9045209"
"28","87","Lowndes County","MS","59308","23117","1300974","36710","33471041","-8844429"
"28","89","Madison County","MS","53794","20761","1862563","59293","32633641","-9003383"
"28","91","Marion County","MS","25544","10132","1404766","16128","31230662","-8982201"
"28","93","Marshall County","MS","30361","10984","1829560","8974","34770067","-8950946"
"28","95","Monroe County","MS","36582","14285","1979355","20381","33890256","-8848525"
"28","97","Montgomery County","MS","12388","4987","1053830","2629","33497606","-8960886"
"28","99","Neshoba County","MS","24800","9770","1476412","4255","32752405","-8911935"
"28","101","Newton County","MS","20291","8095","1497211","4007","32405110","-8911825"
"28","103","Noxubee County","MS","12604","4645","1799730","13503","33110929","-8857017"
"28","105","Oktibbeha County","MS","38375","13861","1185588","10828","33426319","-8888000"
"28","107","Panola County","MS","29996","11482","1772212","54234","34363316","-8994654"
"28","109","Pearl River County","MS","38714","15793","2101894","19260","30770422","-8959246"
"28","111","Perry County","MS","10865","4292","1676289","7828","31171858","-8898747"
"28","113","Pike County","MS","36882","14995","1059109","4892","31175513","-9039997"
"28","115","Pontotoc County","MS","22237","9001","1288336","9303","34227506","-8903682"
"28","117","Prentiss County","MS","23278","9155","1074789","8546","34613446","-8851858"
"28","119","Quitman County","MS","10490","3880","1048604","4287","34254962","-9028713"
"28","121","Rankin County","MS","87161","31872","2006215","81729","32262505","-8994619"
"28","123","Scott County","MS","24137","9488","1577653","3372","32404951","-8954532"
"28","125","Sharkey County","MS","7066","2290","1107852","18580","32878926","-9081159"
"28","127","Simpson County","MS","23953","9374","1524928","4655","31915476","-8992093"
"28","129","Smith County","MS","14798","5850","1647044","3605","32016313","-8950124"
"28","131","Stone County","MS","10750","4148","1153552","7003","30788999","-8912319"
"28","133","Sunflower County","MS","32867","10167","1797021","34775","33606741","-9059500"
"28","135","Tallahatchie County","MS","15210","5492","1667883","21134","33945937","-9017168"
"28","137","Tate County","MS","21432","7474","1047688","16757","34653317","-8994011"
"28","139","Tippah County","MS","19523","7846","1186054","5349","34770071","-8890831"
"28","141","Tishomingo County","MS","17683","8455","1098561","52869","34740659","-8824331"
"28","143","Tunica County","MS","8164","2990","1178045","67273","34656006","-9037631"
"28","145","Union County","MS","22085","9104","1076199","3592","34489687","-8900411"
"28","147","Walthall County","MS","14352","5643","1045968","1604","31144912","-9010251"
"28","149","Warren County","MS","47880","19512","1519465","83282","32357440","-9085174"
"28","151","Washington County","MS","67935","24567","1875248","96533","33285527","-9094751"
"28","153","Wayne County","MS","19517","7723","2098888","8187","31643696","-8870208"
"28","155","Webster County","MS","10222","4326","1095181","1361","33612986","-8928240"
"28","157","Wilkinson County","MS","9678","4242","1752789","28367","31164367","-9131863"
"28","159","Winston County","MS","19433","7613","1572245","8038","33093188","-8903541"
"28","161","Yalobusha County","MS","12033","5414","1209929","72199","34031899","-8971544"
"28","163","Yazoo County","MS","25506","9549","2381651","37922","32780666","-9040496"
"30","1","Beaverhead County","MT","8424","4128","14355372","77012","45116150","-11289569"
"30","3","Big Horn County","MT","11337","4304","12936744","51391","45429447","-10748975"
"30","5","Blaine County","MT","6728","2930","10945978","32989","48435721","-10896187"
"30","7","Broadwater County","MT","3318","1593","3085945","122904","46331836","-11149536"
"30","9","Carbon County","MT","8080","4828","5304494","36763","45232088","-10902180"
"30","11","Carter County","MT","1503","816","8649774","22607","45502099","-10453805"
"30","13","Cascade County","MT","77691","33063","6987869","35525","47310527","-11135131"
"30","15","Chouteau County","MT","5452","2668","10291205","61371","47876120","-11043901"
"30","17","Custer County","MT","11697","5405","9798704","26128","46265062","-10558011"
"30","19","Daniels County","MT","2266","1220","3693694","1117","48785518","-10554650"
"30","21","Dawson County","MT","9505","4487","6146757","25803","47273207","-10490124"
"30","23","Deer Lodge County","MT","10278","4830","1908668","11232","46065829","-11308359"
"30","25","Fallon County","MT","3103","1525","4196756","6966","46353610","-10441100"
"30","27","Fergus County","MT","12083","5732","11238831","29001","47261544","-10922200"
"30","29","Flathead County","MT","59218","26979","13205363","409228","48290827","-11401873"
"30","31","Gallatin County","MT","50463","21350","6492751","67025","45558050","-11117351"
"30","33","Garfield County","MT","1589","924","12090575","464866","47281724","-10698881"
"30","35","Glacier County","MT","12121","4797","7756401","109751","48700101","-11301861"
"30","37","Golden Valley County","MT","912","432","3044098","2841","46383489","-10916747"
"30","39","Granite County","MT","2548","1924","4474278","14628","46420433","-11344700"
"30","41","Hill County","MT","17654","7345","7501630","50986","48628363","-11010562"
"30","43","Jefferson County","MT","7939","3302","4290854","5681","46177484","-11210537"
"30","45","Judith Basin County","MT","2282","1346","4843006","2236","47039981","-11026479"
"30","47","Lake County","MT","21041","10972","3868988","414234","47649672","-11408930"
"30","49","Lewis and Clark County","MT","47495","21412","8964069","94786","47113693","-11237704"
"30","51","Liberty County","MT","2295","1007","3703185","45002","48548886","-11102519"
"30","53","Lincoln County","MT","17481","8002","9357126","161686","48536231","-11540938"
"30","55","McCone County","MT","2276","1161","6844330","104236","47648986","-10580153"
"30","57","Madison County","MT","5989","3902","9289369","42212","45295889","-11192161"
"30","59","Meagher County","MT","1819","1259","6194894","7819","46591535","-11086367"
"30","61","Mineral County","MT","3315","1635","3159462","9211","47145251","-11498075"
"30","63","Missoula County","MT","78687","33466","6729378","52261","47040995","-11392544"
"30","65","Musselshell County","MT","4106","2183","4835991","9749","46485719","-10840017"
"30","67","Park County","MT","14562","6926","6879458","27371","45498332","-11052091"
"30","69","Petroleum County","MT","519","293","4283690","52092","47107453","-10826179"
"30","71","Phillips County","MT","5163","2765","13312287","187362","48261632","-10792337"
"30","73","Pondera County","MT","6433","2618","4207890","39263","48235385","-11221949"
"30","75","Powder River County","MT","2090","1096","8539916","1965","45382303","-10563598"
"30","77","Powell County","MT","6620","2835","6024256","17473","46850339","-11294127"
"30","79","Prairie County","MT","1383","749","4497808","15551","46853428","-10537289"
"30","81","Ravalli County","MT","25010","11099","6201232","15777","46084852","-11412305"
"30","83","Richland County","MT","10716","4825","5397953","49031","47785458","-10456113"
"30","85","Roosevelt County","MT","10999","4265","6101141","36379","48295252","-10502869"
"30","87","Rosebud County","MT","10505","4251","12982088","37735","46225806","-10672439"
"30","89","Sanders County","MT","8669","4335","7154311","72244","47662121","-11513111"
"30","91","Sheridan County","MT","4732","2417","4342525","76995","48726701","-10449989"
"30","93","Silver Bow County","MT","33941","15474","1860457","1722","45895956","-11265760"
"30","95","Stillwater County","MT","6536","3291","4648352","25836","45674109","-10938880"
"30","97","Sweet Grass County","MT","3154","1639","4804921","17920","45814066","-10994337"
"30","99","Teton County","MT","6271","2725","5886040","51714","47847993","-11223311"
"30","101","Toole County","MT","5046","2354","4949252","90420","48651037","-11168880"
"30","103","Treasure County","MT","874","448","2535352","13579","46203050","-10726583"
"30","105","Valley County","MT","8239","5304","12745224","365558","48355507","-10666274"
"30","107","Wheatland County","MT","2246","1129","3686033","13455","46471388","-10984422"
"30","109","Wibaux County","MT","1191","563","2303399","2019","46961901","-10424731"
"30","111","Yellowstone County","MT","113419","48781","6825201","35997","45935286","-10827173"
"30","113","Yellowstone National Park","MT","52","46","635569","1884","45003546","-11080081"
"37","1","Alamance County","NC","108213","45312","1115485","10650","36043667","-7939844"
"37","3","Alexander County","NC","27544","11197","674244","7682","35921840","-8117695"
"37","5","Alleghany County","NC","9590","5344","607822","2184","36494291","-8113016"
"37","7","Anson County","NC","23474","9255","1376877","14395","34974665","-8010227"
"37","9","Ashe County","NC","22209","11119","1103759","1678","36433061","-8150173"
"37","11","Avery County","NC","14867","8923","639785","527","36078677","-8192309"
"37","13","Beaufort County","NC","42283","19598","2143514","337704","35482730","-7684480"
"37","15","Bertie County","NC","20388","8331","1811023","108725","36059078","-7696302"
"37","17","Bladen County","NC","28663","12685","2266291","31435","34619414","-7855591"
"37","19","Brunswick County","NC","50985","37114","2214182","505472","34038591","-7822137"
"37","21","Buncombe County","NC","174821","77951","1699770","9759","35609250","-8253030"
"37","23","Burke County","NC","75744","31575","1312474","21152","35747224","-8170554"
"37","25","Cabarrus County","NC","98935","39713","943870","1535","35387719","-8055062"
"37","27","Caldwell County","NC","70709","29454","1221639","6857","35954179","-8154671"
"37","29","Camden County","NC","5904","2466","623401","168412","36337433","-7616263"
"37","31","Carteret County","NC","52556","34576","1376252","2124325","34876340","-7650436"
"37","33","Caswell County","NC","20693","8254","1102645","7094","36395774","-7933497"
"37","35","Catawba County","NC","118412","49192","1035959","35069","35663000","-8121444"
"37","37","Chatham County","NC","38759","16642","1769175","67596","35701627","-7925791"
"37","39","Cherokee County","NC","20170","10319","1178976","29753","35137053","-8406394"
"37","41","Chowan County","NC","13506","5910","447137","157166","36130582","-7660221"
"37","43","Clay County","NC","7155","4158","556088","15269","35058290","-8375577"
"37","45","Cleveland County","NC","84714","34232","1202650","10277","35335821","-8155598"
"37","47","Columbus County","NC","49587","20513","2426420","43501","34260273","-7866518"
"37","49","Craven County","NC","81613","32293","1801481","171620","35120364","-7708206"
"37","51","Cumberland County","NC","274566","98360","1691602","13913","35046496","-7882866"
"37","53","Currituck County","NC","13736","7367","677819","683689","36364223","-7594394"
"37","55","Dare County","NC","22746","21567","988529","3055997","35689903","-7572697"
"37","57","Davidson County","NC","126677","53266","1430279","37760","35793988","-8021205"
"37","59","Davie County","NC","27859","11496","686892","4357","35929728","-8054274"
"37","61","Duplin County","NC","39995","16395","2118185","3408","34936280","-7793495"
"37","63","Durham County","NC","181835","77710","752731","19387","36037733","-7887485"
"37","65","Edgecombe County","NC","56558","21827","1308117","3999","35913972","-7759641"
"37","67","Forsyth County","NC","265878","115715","1061038","8408","36130100","-8025688"
"37","69","Franklin County","NC","36414","14957","1273222","6610","36078542","-7828440"
"37","71","Gaston County","NC","175093","69133","923415","18952","35295733","-8118137"
"37","73","Gates County","NC","9305","3696","882234","12939","36441682","-7670303"
"37","75","Graham County","NC","7196","4132","756477","24687","35348981","-8383276"
"37","77","Granville County","NC","38345","14164","1375727","14064","36304616","-7865647"
"37","79","Greene County","NC","15384","5944","687510","1192","35486406","-7768409"
"37","81","Guilford County","NC","347420","146812","1683839","19678","36078650","-7978857"
"37","83","Halifax County","NC","55516","22480","1878900","14312","36256365","-7765628"
"37","85","Harnett County","NC","67822","27896","1541157","16219","35370721","-7886447"
"37","87","Haywood County","NC","46942","23975","1434576","2488","35552912","-8297847"
"37","89","Henderson County","NC","69285","34131","968251","2605","35336677","-8248106"
"37","91","Hertford County","NC","22523","8870","916007","18555","36357722","-7698354"
"37","93","Hoke County","NC","22856","7999","1013335","2891","35020731","-7923359"
"37","95","Hyde County","NC","5411","2905","1587217","2100950","35406175","-7615316"
"37","97","Iredell County","NC","92931","39191","1487705","49258","35808938","-8087285"
"37","99","Jackson County","NC","26846","14052","1270602","9800","35287913","-8314442"
"37","101","Johnston County","NC","81306","34172","2051232","10157","35519144","-7836518"
"37","103","Jones County","NC","9414","3829","1225854","3735","35012274","-7736600"
"37","105","Lee County","NC","41374","16954","666368","5371","35476112","-7917228"
"37","107","Lenoir County","NC","57274","23739","1035668","5792","35241504","-7764280"
"37","109","Lincoln County","NC","50319","20189","773937","21336","35484317","-8122286"
"37","111","McDowell County","NC","35681","15091","1144004","12260","35682170","-8204831"
"37","113","Macon County","NC","23499","17174","1337622","7739","35149662","-8342055"
"37","115","Madison County","NC","16953","7667","1164065","5616","35858222","-8271160"
"37","117","Martin County","NC","25078","10104","1198098","802","35843384","-7710279"
"37","119","Mecklenburg County","NC","511433","216416","1366030","57784","35248300","-8083312"
"37","121","Mitchell County","NC","14433","6983","573618","1756","36013505","-8216402"
"37","123","Montgomery County","NC","23346","10421","1271846","25995","35329501","-7990275"
"37","125","Moore County","NC","59013","27358","1809768","19519","35308882","-7948495"
"37","127","Nash County","NC","76677","31024","1399438","6213","35968403","-7798815"
"37","129","New Hanover County","NC","120284","57076","515261","334081","34182267","-7786492"
"37","131","Northampton County","NC","20798","8974","1388609","36569","36419492","-7739756"
"37","133","Onslow County","NC","149838","47526","1986186","366723","34714503","-7741315"
"37","135","Orange County","NC","93851","38683","1035451","3522","36059176","-7911810"
"37","137","Pamlico County","NC","11372","6050","872695","593875","35150317","-7666759"
"37","139","Pasquotank County","NC","31298","12298","587655","162027","36264968","-7626190"
"37","141","Pender County","NC","28855","15437","2255159","160503","34510260","-7788741"
"37","143","Perquimans County","NC","10447","4972","640211","211768","36181163","-7641397"
"37","145","Person County","NC","30180","12548","1016170","30456","36392005","-7897673"
"37","147","Pitt County","NC","107924","43070","1687701","8268","35590834","-7737672"
"37","149","Polk County","NC","14416","7273","615999","1933","35277434","-8216622"
"37","151","Randolph County","NC","106546","43634","2039544","6487","35710853","-7980645"
"37","153","Richmond County","NC","44518","18218","1227766","14504","35002992","-7974660"
"37","155","Robeson County","NC","105179","39045","2457654","5630","34640290","-7910708"
"37","157","Rockingham County","NC","86064","35657","1467166","15228","36395222","-7977704"
"37","159","Rowan County","NC","110605","46264","1324533","32352","35635940","-8052288"
"37","161","Rutherford County","NC","56918","25220","1461330","4561","35399004","-8191982"
"37","163","Sampson County","NC","47297","19183","2448889","5168","34991474","-7836865"
"37","165","Scotland County","NC","33754","12759","826631","3864","34841482","-7948026"
"37","167","Stanly County","NC","51765","21808","1023305","23823","35312435","-8025324"
"37","169","Stokes County","NC","37223","15160","1170296","10487","36409127","-8022962"
"37","171","Surry County","NC","61704","26022","1389690","3246","36415407","-8068690"
"37","173","Swain County","NC","11268","5664","1367858","32432","35492370","-8349217"
"37","175","Transylvania County","NC","25520","12893","979944","5724","35198385","-8279713"
"37","177","Tyrrell County","NC","3856","1907","1009930","544887","35870394","-7616513"
"37","179","Union County","NC","84211","30760","1650918","5753","34988079","-8053332"
"37","181","Vance County","NC","38892","15743","656683","42224","36364666","-7840516"
"37","183","Wake County","NC","423380","177146","2159845","61089","35789933","-7865042"
"37","185","Warren County","NC","17265","8714","1110473","39034","36397658","-7809730"
"37","187","Washington County","NC","13997","5644","900914","197908","35836810","-7656470"
"37","189","Watauga County","NC","36952","19538","809527","530","36233549","-8169696"
"37","191","Wayne County","NC","104666","39483","1431237","10674","35362320","-7800461"
"37","193","Wilkes County","NC","59393","24960","1961207","7087","36203051","-8116568"
"37","195","Wilson County","NC","66061","26662","961133","8272","35704817","-7791910"
"37","197","Yadkin County","NC","30488","12921","869241","4950","36158264","-8066519"
"37","199","Yancey County","NC","15419","7994","809243","1752","35902682","-8231001"
"38","1","Adams County","ND","3174","1504","2558835","2389","46092879","-10253433"
"38","3","Barnes County","ND","12545","5801","3863669","55892","46931923","-9806975"
"38","5","Benson County","ND","7198","3163","3596407","131618","48071704","-9936152"
"38","7","Billings County","ND","1108","533","2982370","5119","47035300","-10336702"
"38","9","Bottineau County","ND","8011","4661","4321864","75506","48791711","-10084069"
"38","11","Bowman County","ND","3596","1691","3009784","12813","46113386","-10351938"
"38","13","Burke County","ND","3002","1691","2858334","66642","48790330","-10251945"
"38","15","Burleigh County","ND","60131","23803","4229933","90507","46977379","-10047182"
"38","17","Cass County","ND","102874","42407","4573291","5825","46927062","-9725218"
"38","19","Cavalier County","ND","6064","3038","3856720","54751","48768447","-9846302"
"38","21","Dickey County","ND","6107","2763","2929549","27607","46109445","-9849394"
"38","23","Divide County","ND","2899","1667","3261902","90167","48809270","-10348726"
"38","25","Dunn County","ND","4005","2057","5205909","187454","47358187","-10261527"
"38","27","Eddy County","ND","2951","1470","1637113","31520","47723346","-9890001"
"38","29","Emmons County","ND","4830","2200","3910865","116128","46284744","-10023684"
"38","31","Foster County","ND","3983","1876","1645337","29752","47459774","-9888530"
"38","33","Golden Valley County","ND","2108","1035","2595249","971","46938518","-10384393"
"38","35","Grand Forks County","ND","70683","27085","3724127","5240","47918883","-9745419"
"38","37","Grant County","ND","3549","2011","4298274","16720","46357872","-10163877"
"38","39","Griggs County","ND","3303","1660","1835129","19856","47463565","-9823155"
"38","41","Hettinger County","ND","3445","1637","2932736","3759","46430704","-10245588"
"38","43","Kidder County","ND","3332","1672","3500767","211490","46976741","-9977893"
"38","45","LaMoure County","ND","5383","2434","2971337","9402","46466204","-9853010"
"38","47","Logan County","ND","2847","1335","2571130","47734","46450131","-9947677"
"38","49","McHenry County","ND","6528","3320","4854201","97426","48232472","-10063748"
"38","51","McIntosh County","ND","4021","2031","2525980","51393","46118799","-9943928"
"38","53","McKenzie County","ND","6383","3178","7102219","307896","47732829","-10338875"
"38","55","McLean County","ND","10457","5515","5466017","564196","47605422","-10131538"
"38","57","Mercer County","ND","9808","4496","2707672","173687","47302460","-10181696"
"38","59","Morton County","ND","23700","9467","4989447","49124","46719726","-10127821"
"38","61","Mountrail County","ND","7021","3675","4724184","303422","48201592","-10236582"
"38","63","Nelson County","ND","4410","2261","2542563","70238","47922206","-9818628"
"38","65","Oliver County","ND","2381","968","1874021","19871","47112668","-10134534"
"38","67","Pembina County","ND","9238","4294","2897687","7734","48768426","-9754560"
"38","69","Pierce County","ND","5052","2355","2636388","166659","48249461","-9997865"
"38","71","Ramsey County","ND","12681","5616","3072336","297072","48251981","-9871622"
"38","73","Ransom County","ND","5921","2569","2234631","3585","46458866","-9766394"
"38","75","Renville County","ND","3160","1558","2265686","44881","48712854","-10165777"
"38","77","Richland County","ND","18148","7394","3721588","23036","46265335","-9695127"
"38","79","Rolette County","ND","12772","4742","2337585","95467","48772380","-9983882"
"38","81","Sargent County","ND","4549","2057","2224322","21592","46106623","-9762928"
"38","83","Sheridan County","ND","2148","1061","2516968","88123","47581277","-10034099"
"38","85","Sioux County","ND","3761","1175","2833962","88529","46107789","-10104892"
"38","87","Slope County","ND","907","481","3154525","3376","46452768","-10345790"
"38","89","Stark County","ND","22832","9585","3466074","5959","46813207","-10266407"
"38","91","Steele County","ND","2420","1311","1845144","8107","47458286","-9771868"
"38","93","Stutsman County","ND","22241","9770","5753672","199071","46979177","-9895501"
"38","95","Towner County","ND","3627","1770","2655694","42087","48688157","-9924713"
"38","97","Traill County","ND","8752","3770","2232433","1675","47447328","-9716621"
"38","99","Walsh County","ND","13840","6093","3320394","31513","48372875","-9772281"
"38","101","Ward County","ND","57921","23585","5213647","112321","48224255","-10154519"
"38","103","Wells County","ND","5864","2869","3292809","50100","47580840","-9967106"
"38","105","Williams County","ND","21129","10180","5362733","200796","48347291","-10347722"
"31","1","Adams County","NE","29625","12491","1459299","1956","40522949","-9850033"
"31","3","Antelope County","NE","7965","3478","2219960","3534","42177729","-9807152"
"31","5","Arthur County","NE","462","242","1852923","7633","41571593","-10169630"
"31","7","Banner County","NE","852","366","1932854","398","41542897","-10371529"
"31","9","Blaine County","NE","675","381","1840950","9308","41926015","-9998285"
"31","11","Boone County","NE","6667","2878","1778660","1442","41704716","-9806277"
"31","13","Box Butte County","NE","13130","5534","2785215","6587","42212616","-10308218"
"31","15","Boyd County","NE","2835","1538","1398845","11770","42895962","-9877170"
"31","17","Brown County","NE","3657","1950","3163311","9834","42444768","-9993418"
"31","19","Buffalo County","NE","37447","14538","2507309","18756","40855145","-9907448"
"31","21","Burt County","NE","7868","3740","1276327","11217","41854198","-9632147"
"31","23","Butler County","NE","8601","3801","1511553","2125","41222404","-9713288"
"31","25","Cass County","NE","21318","8951","1448590","18038","40913350","-9613904"
"31","27","Cedar County","NE","10131","4149","1917313","14468","42598006","-9724948"
"31","29","Chase County","NE","4381","2011","2316838","8130","40530396","-10169379"
"31","31","Cherry County","NE","6307","3023","15438333","127223","42542920","-10111878"
"31","33","Cheyenne County","NE","9494","4345","3098767","293","41219076","-10298729"
"31","35","Clay County","NE","7123","3173","1484239","1276","40523721","-9805062"
"31","37","Colfax County","NE","9139","3971","1070104","14095","41576169","-9708788"
